stop,lat,long
hoysala circle kengeri satellite town kengeri upanagara,12.9242,77.485
kodigehalli yelahanka road kodigehalli beside sri vinayaka bakery & sweets,13.0599,77.577
shanubhogana halli thippagondanahalli opposite of government primary school,12.9616,77.325
sugganahalli circle sugganahalli in front of r.g.digital studio,12.801,77.315
doopanahalli indira nagara beside reliance digital,12.9638,77.641
basavanahalli mylahhali basavanahalli in front of govt. primary school,13.1104,77.388
devastana,12.9337,77.4
manchappanahalli cross,13.1351,77.726
patteghar circle pattegarapalya in front of s.h.k.kalyana mantapa,12.9764,77.526
uddandalli  uddandahalli opposite of flag mast,12.886,77.384
hoodi rly gate ayyappa nagara in front of meera departmental stores,13.0042,77.713
chokkanahalli cross arekere site beside open area,13.1858,77.54
besthamana halli,12.731,77.727
btm layout btm layout 2nd stage kuvempunagara bus stand,12.9162,77.616
jelly machine yalahanka chowdeshwari nagara beside open area,13.0859,77.555
ramakrishnapur gate  anekal taluk opposite of sri prasanna venkateshwara swamy temple arch,12.7789,77.702
jayanagara bus stand jayanagara 4th block beside kcc building,12.9299,77.586
bamboo bazaar shivaji nagara beside prestige building demolisher,12.9916,77.605
mei colony m.e.i.colony in front of madhu fabs pvt ltd,13.02,77.521
matha matha village opposite of water tank,12.8813,77.292
byappana halli satallite bus station byapanahalli opposite of ganesh bakery,13.0717,77.721
bendiganahalli cross bendiganahalli,13.2064,77.835
kaveri nagar beside kavya bakery and sweets,13.0386,77.647
madiwala,12.9203,77.621
marasandra circle marasandra in front of anjaneya temple,13.0996,77.715
delhi public school balaji nagara beside pitty shop,13.1236,77.639
dasarahalli kere basaveshwaranagara in front of indian oil petrol bunk,12.9852,77.544
aishwarya appartments,12.903,77.649
ramaswamy palya maruthi seva nagara in front of rapha medicals,13.0098,77.635
ragihalli gate,12.8004,77.599
chikkanahalli sondekoppa beside water tank,13.0148,77.383
nandi garden,12.8694,77.566
nagasandra nagasandra beside kavya digital studio & colour lab,13.0394,77.5
o-max circle,12.7991,77.661
manorayana palya,13.0282,77.6
guruvanahalli guruvanahalli in front of anjaneya temple,13.0499,77.362
govindaraj nagara vijayanagara in front of indian overseas bank,12.9755,77.537
sompura gate,12.862,77.772
jc nagara munireddy palya,13.0038,77.594
nursery sulikere opposite of forest nursery and office,12.9363,77.438
jc nagara jc nagara beside petrol bunk,13.005,77.594
huskur sarjapura opposite of sri maddoramma devi temple,12.8616,77.705
sjr park itpl whitefield opposite of sjr group,12.9812,77.728
bilikallu,12.9751,77.48
amarajyothi badavane,13.0553,77.629
srs jalahalli cross,13.0342,77.53
srigandha kaval,12.9786,77.502
cable factory kakolu road chokkena halli beside open area,13.174,77.54
telephone exchange jayanagara 4th block beside bsnl office,12.9238,77.584
eco space bellandur in front of eco space company,12.9278,77.681
kodathi bangalore east taluk in front of grama panchayat office,12.8884,77.716
noor nagara,13.0799,77.634
nrcolony n.r.colony beside n.r.colony library,12.938,77.57
byachaguppe gate,12.9676,77.389
dhobhi ghatt rajajinagara industrial town beside vishnu motors,12.9855,77.549
rajaji nagar 1st block rajajinagara beside janhavi medicals,13.0045,77.549
yelahanka yelahanka beside water tank,13.1008,77.595
nagarabhavi village nagarabhavi village beside danvanthari homeo clinic,12.9569,77.516
gottigere,12.8552,77.589
belathuru,13.0043,77.757
marenahalli petrol bunk pattabhirama nagara beside akka mahadevi park,12.917,77.589
chennanahalli,13.0313,77.743
somashettihalli somashettihalli beside library,13.0874,77.521
ganaglu beside open area,13.0459,77.798
ashrama binnamangala,13.084,77.417
vrl godwon jakkur amruthahalli behind v.r.l. godown,13.0866,77.604
vagdevi school in front of vagdevi school,12.9324,77.76
mallapuara gate nelamangala beside open area,13.0729,77.394
hinnakki anekal taluk in front of hotel annapoorneshwari,12.7781,77.683
katammana doddi katamana doddi in front of pump house,12.8211,77.322
thonachaguppe tonachikuppe beside open area,13.1421,77.348
bhel layout  pattanagere  b.h.e.l. layout opposite of water tank,12.9193,77.509
d group layout beside open area,13.0951,77.694
shabari nagara shabari nagara beside open area,13.1092,77.492
hosakote high school,13.0714,77.785
kebbala sunkada katte in front of renuka bar & restaurant,12.9874,77.504
avalahalli bda park avalahalli bda beside bescom,12.9433,77.543
wheel and axle plant yelahanka in front of railway hospital,13.1061,77.582
b p l whitefield beside cinema hall,12.9852,77.748
canara bank  frazer town in front of santhosh jewelers,13.0069,77.612
telephone exchange vasantha nagara beside open area,12.9822,77.589
sanjay nagara sanjaya nagara beside jyothivana park,13.0342,77.576
jn of 8th main 14th cross,13.088,77.589
keb thyagaraja nagara thyagaraja nagara opposite of k.e.b. quarters,12.9348,77.568
veeregowdana doddi veeregowdana doddi opposite of government school,12.8986,77.278
basaveshwara nagara circle basaveshwaranagara in front of muneshwara stores,12.9877,77.539
athimgere gate athimgere in front of arch shanimahathma temple,12.8747,77.283
solusapura sarjapura  hobli beside govt. primary school,12.8303,77.757
haniyur haniyuru beside govt.primary school,13.2132,77.515
kwality bicuits nayandahalli maruthi pre-owned cars,12.9474,77.532
nagarabhavi circle nagarabhavi opposite of padmashree b.ed college,12.9584,77.519
kadugondanahalli,13.0206,77.619
kbd factory in front of k.b.d. factory,13.1173,77.372
yaranapalya ramamurthi nagara in front of gurudev medical center,13.0116,77.673
magadi road 5th cross,12.9758,77.561
bhel,12.8449,77.66
krupanidhi college,12.9238,77.628
razak palya razack palya beside pitty shop,13.1495,77.659
new horizon college devarabisanahalli opposite of hallmark salapuria,12.9353,77.691
mahadevapura mahadevapura in front of petty shop,13.0661,77.319
basaveshwaranagara water tank basaveshwaranagara in front of nanjundeshwara departmental stores  datthathreya plaza,12.9952,77.539
mallesh palya malleshpalya in front of priya studio,12.9749,77.67
chikka thimmasandra anekal taluk in front of ashwatha katte & milk product co-operative society,12.8454,77.744
basaveshwara nagara basaveshwara nagara beside open area,13.0086,77.412
nayandahalli cross pantharapalya beside kalyani motors,12.9448,77.529
karpura gate karpoora anekal taluk in front of a.n.elite garden,12.7352,77.708
muthkuru,13.0775,77.53
southend circle,12.9357,77.58
doddajala opposite of j.a.b.complex,13.1833,77.641
kurubarahalli jc nagara j.c.nagara  kurubarahalli beside life care pharmacy,13.0071,77.535
eliyas nagar ilyasa nagara beside m.s.madeena store,12.9056,77.569
jalahalli guard room jalahalli air force station opp state bank india,13.0732,77.546
chowdeshwari srirampura in front of bhaskara garage,12.995,77.566
mosque road frazer town beside govt urdu higher primary school,13.0002,77.616
vasantha nagara temple,12.9929,77.595
dinnur rt nagara in front of anugraha wines,13.024,77.599
dgroup layout beside open area,13.0954,77.694
ck thandya cross beside open area,12.8654,77.392
kadirenahalli village kadirenahalli in front of state bank of mysore,12.9155,77.562
lourdhubhai kalyana mantapa prema nagara in front of benaka bar & restaurant,12.9972,77.523
jn of soukya hospital in front of police station,12.9879,77.782
herohalli cross,12.9877,77.494
east end jayanagara 9th block royal touch interior decorator,12.9174,77.597
d hosahalli cross,12.9747,77.83
beedi karmikara colony gate beedi colony beside open area,12.9223,77.475
narayana ghatta anekal taluk in front of ashwatha katte,12.8377,77.725
nrcolony n.r.colony beside bbmp office  opposite ambha bhavani temple,12.938,77.569
subbarayappana palya cross gerupalya near faurecia private limited,12.8892,77.438
lingegowdana doddi opposite of government school,12.8549,77.333
chandrappa circle in front of shubha shree hindu military hotel,12.9107,77.37
adakamaranahalli adakamaranahalli beside friends mobiles,13.0648,77.443
matta mallasandra in front of residential area,12.9475,77.834
netakallappa circle basavanagudi opposite of guru raghavendra bank,12.9396,77.572
dodda alada mara dodda aladamara road opposite of doddaladamara,12.9101,77.395
marale gowdanadoddy veeregowdana doddi in front of post office,12.8945,77.278
bakery ejipura,12.9498,77.626
bharathnagar 2nd stage,12.9786,77.478
krishnadoddi bannerghatta road,12.7627,77.617
jyotipura jyothi pura in front of anjaneya temple,13.1028,77.744
jayanagara t block jayanagara 4th t block beside hdfc bank,12.9227,77.593
rajeev gandhi nagara,13.0129,77.518
dibbur cross dibbur gate beside petty shop,13.1727,77.53
kudhurgere madhanayakanahalli kudregere beside government primary school,13.0758,77.472
seebakatte manchegowdana palya opposite of basaveshwara temple,12.7289,77.382
chandra layout chandra layout in front of guru sagar,12.9583,77.526
goragunte palya gorguntepalya beside shiva temple,13.0287,77.54
kaggalahalli gate kagalahalli opposite of shanimahatma temple,13.1534,77.753
matha amruthamayi college kasavanahalli beside amrita college,12.8967,77.675
new gabadi gabbadi beside basappa temple,12.713,77.481
tore kempahalli thorekempanahalli in front of milk dairy,13.1199,77.33
devagere cross devagere cross in front of tharun iyengar bakery,12.8643,77.457
koluru ramohalli road koluru in front of water tank,12.8912,77.413
nishane,12.7394,77.523
vaghata near hoskote vagata in front of anjaneya temple,13.0232,77.836
rvdental college jp nagara 1st phase beside sai auto world,12.9098,77.586
manthri layout nagararu in front of petty shop,13.0846,77.448
vokkaligara school srigandha kavalu beside vokkaligara sangha school  srigandha kavalu,12.986,77.511
chandra layout chandra layout beside b.m.t.c.bus stand,12.9591,77.527
koudenahalli cross,13.0192,77.678
manu vana vijayanagara vijayanagara beside state bank india,12.9744,77.545
kundalahalli gate,12.9558,77.714
patalamma temple beside government school,13.1835,77.57
venkatala yelahanka in front of vinayaka temple,13.1117,77.605
dhananayakanahalli,12.943,77.477
electronic city wipro gate,12.8379,77.658
kondashettihalli byalakere kondu shettyhalli beside  anjaneya temple,13.1265,77.514
anantapura gate yelahanka in front of prestige group garden,13.1151,77.579
dayananda sagar college kumaraswamy ayout 2nd stage in front of state bank of india,12.9094,77.565
beml gate kundalahalli opposite of reliance press,12.9604,77.717
hegde devanapura heggada devanapura in front of anjaneya temple,13.0759,77.459
asc center astintown cross,12.9622,77.619
cauvery nagar kaverinagara  kurubarahalli beside shiva temple  in front of jesuss murthi speciality hospital,12.9996,77.531
gonipura gonipura beside government school,12.8325,77.451
mallara banavadi mallarabanawadi in front of arali katte,13.0741,77.38
sowdamini kalyana mantapa bank colony in front of sowdamini kalyana mantapa,12.8827,77.566
doddakannalli doddakannalli in front of hotel blue star or temple,12.907,77.696
atturu layout yelahanka road attur layout beside open area,13.0978,77.568
chowdeshwari srirampura in front of dhanalakshmi enginering works,12.994,77.566
bangla gate bannerghatta anekal road open area,12.7596,77.656
bangalore university administrative block bangalore university near head office banglore university,12.9491,77.502
prashanthanagar vijayanagara opposite of shoba nursing home,12.9756,77.531
bommana halli devasthana hongasandra opposite of hotel the grand,12.8992,77.627
ittige factory yalahanka agrahara opposite of manjunath tent house,13.1026,77.629
kempa thimmanahalli cross jogahalli opposite of sapot farm,13.222,77.651
domlur bridge,12.9606,77.641
old bus stop beml,12.9921,77.534
police housing corporation,12.9693,77.616
yeshwanthpura market yeshawanthapura in front of state bank of india,13.0204,77.556
hosakerahalli cross banashankari 3rd stage in front of bwssb,12.933,77.545
p&t kadugondanahalli police station k.g.halli opposite of bangalore nursing home,13.0207,77.619
rangappana palya rangayyana palya beside open area,12.9928,77.349
seegehalli seegehalli near milk dairy,12.8181,77.452
banglow sulikere mysore road sulikere in front of ashwatha katte,12.9331,77.454
tharabana halli in front of mini water tank,12.9964,77.844
bhattarahalli,13.0202,77.71
shanimahathma devasthana adjacent to temple,12.7172,77.695
chikka tirupathi chikka tirupathi in front of sumangali samudaya bavan,12.8959,77.867
soladevana halli  soladevana halli beside police station,13.0935,77.489
ananda rao circle neharu nagara shivasai mandira,12.9817,77.575
big bazaar whitefield in front of big bazaar,12.9878,77.732
madappanahalli cross in front of anjaneya temple,12.9179,77.796
sharavathi hotel,13.0981,77.584
ahuddevanahalli gate  anekal taluk opposite of m.g.b.classic layout,12.7464,77.708
chinkurchi chinnakurchi opposite of basaveshwara swami temple,12.8274,77.46
venkatala venkatala beside open area,13.1115,77.605
lalbagh society wilson garden beside hopcoms,12.951,77.591
bommanahalli,12.9053,77.63
ancharahalli gate ancharahalli opposite of andrew wood craft,13.0919,77.742
agara agara opposite of anjaneya temple,12.8441,77.487
gruhalaxmi layout gruhalakshmi layout beside b.b.m.p. office,13.029,77.498
byranayakana halli railway bridge byranakanahalli in front of jyothi sweets,13.1946,77.382
banjara palya banjarpalya in front of door no 11,12.8304,77.486
somalapura somalapura beside hunasemara,12.9687,77.861
st philomena school sarjapura opposite of st.philomena school,12.8517,77.782
mahalakshmi layout entarence mahalakshmi layout in front of sapthagiri choultry,13.0078,77.548
nettigere gate,12.7591,77.486
valepura,12.9557,77.766
basaveshwara college rajajinagara beside sachin reprographics,12.9944,77.553
ananda rao circle neharu nagara beside tata consultency service,12.981,77.577
bommshetty halli gate in front of shanimahatma temple,13.1259,77.417
halasur halasuru beside r.v.liquors,12.9785,77.63
chikkanahalli chikkanahalli in front of anganawadi kendra,13.1837,77.384
sridhara gudda kodipalya in front of amaravathi condiments,12.8992,77.488
maruthi school subbaiahan palya kalyana nagara in front of uttam sagar,13.0096,77.643
